report_date,load_time,load_type,load_weight,dropoff_site
2021-02-27,2021-02-27 12:47:00 UTC,BULK,5860,TDS LANDFILL
2021-02-27,2021-02-27 12:31:00 UTC,BULK,5120,TDS LANDFILL
2021-02-27,2021-02-27 10:18:00 UTC,BULK,3520,TDS LANDFILL
2021-02-27,2021-02-27 10:54:00 UTC,BULK,5120,TDS LANDFILL
2021-02-27,2021-02-27 12:27:00 UTC,BULK,13040,TDS LANDFILL
2021-02-27,2021-02-27 12:23:00 UTC,BULK,12480,TDS LANDFILL
2021-02-27,2021-02-27 01:06:00 UTC,BULK,8660,TDS LANDFILL
2021-02-27,2021-02-01 12:00:00 UTC,BULK,5140,TDS LANDFILL
2021-05-08,2021-05-08 10:45:00 UTC,BULK,12540,TDS LANDFILL
2021-05-08,2021-05-10 12:51:00 UTC,BULK,12500,TDS LANDFILL
2021-05-08,2021-05-08 10:29:00 UTC,BULK,3280,TDS LANDFILL
2021-05-08,2021-05-08 11:52:00 UTC,BULK,12700,TDS LANDFILL
2021-05-08,2021-05-08 11:14:00 UTC,BULK,11880,TDS LANDFILL
2021-05-08,2021-05-08 02:43:00 UTC,BULK,5840,TDS LANDFILL
2021-05-08,2021-05-08 03:08:00 UTC,BULK,10840,TDS LANDFILL
2021-05-08,2021-05-08 01:53:00 UTC,BULK,6420,TDS LANDFILL
2021-05-08,2021-05-08 12:11:00 UTC,BULK,11880,TDS LANDFILL
2021-05-08,2021-05-08 03:04:00 UTC,BULK,5600,TDS LANDFILL
2021-05-08,2021-05-08 10:57:00 UTC,BULK,5800,TDS LANDFILL
2021-05-08,2021-05-08 03:00:00 UTC,BULK,5200,TDS LANDFILL
2021-05-08,2021-05-08 11:22:00 UTC,BULK,15420,TDS LANDFILL
2021-05-08,2021-05-08 12:05:00 UTC,BULK,7300,TDS LANDFILL
2021-05-08,2021-05-08 02:59:00 UTC,BULK,5240,TDS LANDFILL
2021-05-08,2021-05-08 11:07:00 UTC,BULK,11020,TDS LANDFILL
2021-05-08,2021-05-08 11:13:00 UTC,BULK,15800,TDS LANDFILL
2021-05-08,2021-05-08 01:07:00 UTC,BULK,5040,TDS LANDFILL
2021-05-08,2021-05-08 12:00:00 UTC,BULK,9060,TDS LANDFILL
2021-05-08,2021-05-08 02:57:00 UTC,BULK,4760,TDS LANDFILL
2021-05-08,2021-05-08 02:57:00 UTC,BULK,8860,TDS LANDFILL
2021-05-08,2021-05-08 11:09:00 UTC,BULK,11220,TDS LANDFILL
2021-05-08,2021-05-08 12:59:00 UTC,BULK,12860,TDS LANDFILL
2021-05-08,2021-05-08 02:44:00 UTC,BULK,6080,TDS LANDFILL
2021-05-08,2021-05-08 11:09:00 UTC,BULK,12060,TDS LANDFILL
2021-05-08,2021-05-08 02:47:00 UTC,BULK,4180,TDS LANDFILL
2021-05-08,2021-05-08 10:23:00 UTC,BULK,10920,TDS LANDFILL
2021-05-08,2021-05-08 12:36:00 UTC,BULK,12220,TDS LANDFILL
2021-04-24,2021-04-24 12:06:00 UTC,BULK,14740,TDS LANDFILL
2021-04-24,2021-04-24 11:35:00 UTC,BULK,11280,TDS LANDFILL
2021-04-24,2021-04-24 12:35:00 UTC,BULK,10040,TDS LANDFILL
2021-04-24,2021-04-24 12:09:00 UTC,BULK,9840,TDS LANDFILL
2021-04-17,2021-04-17 01:32:00 UTC,BULK,9640,TDS LANDFILL
2021-04-17,2021-04-17 11:37:00 UTC,BULK,8900,TDS LANDFILL
2021-04-17,2021-04-17 12:24:00 UTC,BULK,14420,TDS LANDFILL
2021-04-17,2021-04-17 10:28:00 UTC,BULK,12960,TDS LANDFILL
2021-04-17,2021-04-17 12:57:00 UTC,BULK,13860,TDS LANDFILL
2021-04-17,2021-04-17 12:00:00 UTC,BULK,9160,TDS LANDFILL
2021-04-17,2021-04-17 09:43:00 UTC,BULK,5260,TDS LANDFILL
2021-04-17,2021-04-17 11:50:00 UTC,BULK,12840,TDS LANDFILL
2021-04-17,2021-04-17 11:29:00 UTC,BULK,6080,TDS LANDFILL
2021-04-17,2021-04-17 01:54:00 UTC,BULK,6860,TDS LANDFILL
2021-04-17,2021-04-17 11:55:00 UTC,BULK,11080,TDS LANDFILL
2021-01-09,2021-01-08 12:50:00 UTC,DEAD ANIMAL,120,TDS LANDFILL
2021-01-16,2021-01-16 12:46:00 UTC,DEAD ANIMAL,20,TDS LANDFILL
2021-01-23,2021-01-23 01:45:00 UTC,DEAD ANIMAL,60,TDS LANDFILL
2021-01-30,2021-01-29 12:47:00 UTC,DEAD ANIMAL,140,TDS LANDFILL
2021-02-06,2021-02-05 02:00:00 UTC,DEAD ANIMAL,60,TDS LANDFILL
2021-02-27,2021-02-27 01:44:00 UTC,ORGANICS,20,TDS LANDFILL
2021-03-06,2021-03-05 02:51:00 UTC,DEAD ANIMAL,60,TDS LANDFILL
2021-03-13,2021-03-13 12:00:00 UTC,ORGANICS,180,TDS LANDFILL
2021-03-20,2021-03-20 01:41:00 UTC,DEAD ANIMAL,40,TDS LANDFILL
2021-04-10,2021-04-10 12:00:00 UTC,ORGANICS,20,TDS LANDFILL
2021-04-24,2021-04-24 01:00:00 UTC,ORGANICS,500,TDS LANDFILL
2021-05-15,2021-05-15 02:31:00 UTC,DEAD ANIMAL,20,TDS LANDFILL
2021-05-22,2021-05-22 01:27:00 UTC,DEAD ANIMAL,80,TDS LANDFILL
2021-05-29,2021-05-29 12:00:00 UTC,DEAD ANIMAL,20,TDS LANDFILL
2021-06-05,2021-06-05 02:20:00 UTC,DEAD ANIMAL,40,TDS LANDFILL
2021-06-12,2021-06-12 01:19:00 UTC,DEAD ANIMAL,100,TDS LANDFILL
2021-06-19,2021-06-19 12:57:00 UTC,DEAD ANIMAL,60,TDS LANDFILL
2021-06-26,2021-06-26 01:38:00 UTC,ORGANICS,60,TDS LANDFILL
2021-07-03,2021-07-03 02:21:00 UTC,DEAD ANIMAL,20,TDS LANDFILL
2021-02-28,2021-03-05 12:56:00 UTC,GARBAGE COLLECTIONS,19400,TDS LANDFILL
2021-02-28,2021-03-05 01:18:00 UTC,GARBAGE COLLECTIONS,14900,TDS LANDFILL
2021-02-19,2021-02-19 11:24:00 UTC,GARBAGE COLLECTIONS,3080,TDS LANDFILL
2021-02-11,2021-02-12 10:14:00 UTC,GARBAGE COLLECTIONS,18480,TDS LANDFILL
2021-02-07,2021-02-12 10:29:00 UTC,GARBAGE COLLECTIONS,14180,TDS LANDFILL
2021-02-11,2021-02-12 10:29:00 UTC,GARBAGE COLLECTIONS,14180,TDS LANDFILL
2021-02-11,2021-02-12 10:25:00 UTC,GARBAGE COLLECTIONS,18020,TDS LANDFILL
2021-02-11,2021-02-11 10:08:00 UTC,GARBAGE COLLECTIONS,17660,TDS LANDFILL
2021-02-11,2021-02-11 10:24:00 UTC,GARBAGE COLLECTIONS,20360,TDS LANDFILL
2021-02-11,2021-02-11 10:15:00 UTC,GARBAGE COLLECTIONS,23260,TDS LANDFILL
2021-02-11,2021-02-11 10:23:00 UTC,GARBAGE COLLECTIONS,16540,TDS LANDFILL
2021-02-11,2021-02-11 01:28:00 UTC,GARBAGE COLLECTIONS,21320,TDS LANDFILL
2021-07-08,2021-07-08 12:44:00 UTC,GARBAGE COLLECTIONS,16720,TDS LANDFILL
2021-02-11,2021-02-11 11:20:00 UTC,GARBAGE COLLECTIONS,15760,TDS LANDFILL
2021-07-08,2021-07-08 12:43:00 UTC,GARBAGE COLLECTIONS,19560,TDS LANDFILL
2021-02-11,2021-02-11 12:00:00 UTC,GARBAGE COLLECTIONS,22240,TDS LANDFILL
2021-07-08,2021-07-08 12:45:00 UTC,GARBAGE COLLECTIONS,22400,TDS LANDFILL
2021-07-08,2021-07-08 12:47:00 UTC,GARBAGE COLLECTIONS,18320,TDS LANDFILL
2021-02-11,2021-02-11 09:51:00 UTC,GARBAGE COLLECTIONS,15940,TDS LANDFILL
2021-07-08,2021-07-09 12:00:00 UTC,GARBAGE COLLECTIONS,23060,TDS LANDFILL
2021-07-08,2021-07-08 12:00:00 UTC,GARBAGE COLLECTIONS,14120,TDS LANDFILL
2021-07-08,2021-07-08 12:00:00 UTC,GARBAGE COLLECTIONS,9180,TDS LANDFILL
2021-07-08,2021-07-08 12:40:00 UTC,GARBAGE COLLECTIONS,26460,TDS LANDFILL
2021-07-08,2021-07-08 12:33:00 UTC,GARBAGE COLLECTIONS,17840,TDS LANDFILL
2021-07-08,2021-07-08 12:51:00 UTC,GARBAGE COLLECTIONS,22480,TDS LANDFILL
2021-07-08,2021-07-08 12:46:00 UTC,GARBAGE COLLECTIONS,16060,TDS LANDFILL
2021-07-08,2021-07-08 01:04:00 UTC,GARBAGE COLLECTIONS,6700,TDS LANDFILL
2021-05-01,2021-05-01 11:14:00 UTC,MIXED LITTER,5060,TDS LANDFILL
2021-05-08,2021-05-08 12:33:00 UTC,MIXED LITTER,4620,TDS LANDFILL
2021-01-09,2021-01-09 08:10:00 UTC,SWEEPING,8280,TDS LANDFILL
2021-01-09,2021-01-09 10:55:00 UTC,SWEEPING,8360,TDS LANDFILL
2021-01-09,2021-01-09 09:10:00 UTC,SWEEPING,10300,TDS LANDFILL
2021-01-16,2021-01-16 09:52:00 UTC,SWEEPING,8640,TDS LANDFILL
2021-01-16,2021-01-16 11:21:00 UTC,SWEEPING,5620,TDS LANDFILL
2021-02-11,2021-02-11 08:55:00 UTC,SWEEPING,12000,TDS LANDFILL
2021-02-11,2021-02-11 07:27:00 UTC,SWEEPING,9660,TDS LANDFILL
2021-02-11,2021-02-11 10:46:00 UTC,SWEEPING,1320,TDS LANDFILL
2021-04-24,2021-04-24 11:40:00 UTC,SWEEPING,7400,TDS LANDFILL
2021-07-03,2021-07-03 12:00:00 UTC,LITTER,16700,TDS LANDFILL
2021-07-08,2021-07-08 07:40:00 UTC,SWEEPING,17520,TDS LANDFILL
2021-07-08,2021-07-08 01:16:00 UTC,SWEEPING,14240,TDS LANDFILL
2021-07-08,2021-07-08 11:15:00 UTC,SWEEPING,13220,TDS LANDFILL
2021-02-21,2021-02-21 12:00:00 UTC,MIXED LITTER,1760,TDS LANDFILL
2021-07-09,2021-07-09 12:00:00 UTC,LITTER,1900,TDS LANDFILL
2021-07-09,2021-07-09 12:00:00 UTC,LITTER,3040,TDS LANDFILL
2021-02-27,2021-02-27 07:02:00 UTC,MIXED LITTER,780,TDS LANDFILL
2021-03-20,2021-03-20 11:25:00 UTC,MIXED LITTER,1920,TDS LANDFILL
2021-04-10,2021-04-10 12:00:00 UTC,LITTER,2580,TDS LANDFILL
2021-04-17,2021-04-17 12:00:00 UTC,LITTER,6340,TDS LANDFILL
2021-06-12,2021-06-12 11:30:00 UTC,MIXED LITTER,4900,TDS LANDFILL
2021-07-03,2021-07-03 12:00:00 UTC,LITTER,4040,TDS LANDFILL
2021-07-03,2021-07-03 12:00:00 UTC,LITTER,4640,TDS LANDFILL
2021-02-21,2021-02-22 06:54:00 UTC,GARBAGE COLLECTIONS,25540,TDS LANDFILL
2021-02-21,2021-02-21 11:30:00 UTC,GARBAGE COLLECTIONS,23060,TDS LANDFILL
2021-02-21,2021-02-21 11:19:00 UTC,GARBAGE COLLECTIONS,30220,TDS LANDFILL
2021-02-21,2021-02-21 09:47:00 UTC,GARBAGE COLLECTIONS,29140,TDS LANDFILL
2021-02-21,2021-02-22 06:48:00 UTC,GARBAGE COLLECTIONS,24100,TDS LANDFILL
2021-02-21,2021-02-21 12:37:00 UTC,GARBAGE COLLECTIONS,26160,TDS LANDFILL
2021-02-21,2021-02-21 11:40:00 UTC,GARBAGE COLLECTIONS,25620,TDS LANDFILL
2021-02-21,2021-02-23 06:33:00 UTC,GARBAGE COLLECTIONS,12820,TDS LANDFILL
2021-03-06,2021-03-06 11:55:00 UTC,GARBAGE COLLECTIONS,1300,TDS LANDFILL
2021-02-21,2021-02-21 12:58:00 UTC,GARBAGE COLLECTIONS,30960,TDS LANDFILL
2021-02-21,2021-02-21 12:47:00 UTC,GARBAGE COLLECTIONS,31380,TDS LANDFILL
2021-02-21,2021-02-21 10:41:00 UTC,GARBAGE COLLECTIONS,21120,TDS LANDFILL
2021-02-21,2021-02-21 01:08:00 UTC,GARBAGE COLLECTIONS,16920,TDS LANDFILL
2021-02-21,2021-02-21 12:30:00 UTC,GARBAGE COLLECTIONS,25700,TDS LANDFILL
2021-02-21,2021-02-21 12:28:00 UTC,GARBAGE COLLECTIONS,30740,TDS LANDFILL
2021-02-21,2021-02-21 12:46:00 UTC,GARBAGE COLLECTIONS,19420,TDS LANDFILL
2021-02-21,2021-02-21 12:51:00 UTC,GARBAGE COLLECTIONS,30200,TDS LANDFILL
2021-02-21,2021-02-21 12:05:00 UTC,GARBAGE COLLECTIONS,25900,TDS LANDFILL
2021-02-21,2021-02-21 01:14:00 UTC,GARBAGE COLLECTIONS,20740,TDS LANDFILL
2021-02-21,2021-02-21 10:33:00 UTC,GARBAGE COLLECTIONS,10360,TDS LANDFILL
2021-02-21,2021-02-21 12:49:00 UTC,GARBAGE COLLECTIONS,23580,TDS LANDFILL
2021-02-21,2021-02-21 10:27:00 UTC,GARBAGE COLLECTIONS,22300,TDS LANDFILL
2021-02-21,2021-02-21 11:59:00 UTC,GARBAGE COLLECTIONS,28600,TDS LANDFILL
2021-02-19,2021-02-21 07:15:00 UTC,GARBAGE COLLECTIONS,760,TDS LANDFILL
2021-02-19,2021-02-21 06:56:00 UTC,GARBAGE COLLECTIONS,1080,TDS LANDFILL
2021-02-19,2021-02-21 06:55:00 UTC,GARBAGE COLLECTIONS,1760,TDS LANDFILL
2021-02-19,2021-02-19 07:22:00 UTC,GARBAGE COLLECTIONS,1380,TDS LANDFILL
2021-02-21,2021-02-22 09:28:00 UTC,GARBAGE COLLECTIONS,26360,TDS LANDFILL
2021-02-21,2021-02-21 10:55:00 UTC,GARBAGE COLLECTIONS,24220,TDS LANDFILL
2021-02-19,2021-02-21 07:25:00 UTC,GARBAGE COLLECTIONS,2480,TDS LANDFILL
2021-02-19,2021-02-25 12:57:00 UTC,GARBAGE COLLECTIONS,16560,TDS LANDFILL
2021-02-21,2021-02-21 02:10:00 UTC,GARBAGE COLLECTIONS,26740,TDS LANDFILL
2021-02-21,2021-02-21 11:59:00 UTC,GARBAGE COLLECTIONS,11000,TDS LANDFILL
2021-02-21,2021-02-21 11:30:00 UTC,GARBAGE COLLECTIONS,21080,TDS LANDFILL
2021-02-21,2021-02-21 11:30:00 UTC,GARBAGE COLLECTIONS,26980,TDS LANDFILL
2021-02-21,2021-02-21 11:45:00 UTC,GARBAGE COLLECTIONS,24040,TDS LANDFILL
2021-02-21,2021-02-21 12:30:00 UTC,GARBAGE COLLECTIONS,16440,TDS LANDFILL
2021-02-21,2021-02-21 12:45:00 UTC,GARBAGE COLLECTIONS,12020,TDS LANDFILL
2021-02-21,2021-02-21 12:15:00 UTC,GARBAGE COLLECTIONS,25380,TDS LANDFILL
2021-02-21,2021-02-21 12:15:00 UTC,GARBAGE COLLECTIONS,23080,TDS LANDFILL
2021-02-21,2021-02-21 12:30:00 UTC,GARBAGE COLLECTIONS,8800,TDS LANDFILL
2021-02-21,2021-02-21 02:01:00 UTC,GARBAGE COLLECTIONS,24940,TDS LANDFILL
2021-02-21,2021-02-21 01:28:00 UTC,GARBAGE COLLECTIONS,20220,TDS LANDFILL
2021-02-21,2021-02-21 12:36:00 UTC,GARBAGE COLLECTIONS,17680,TDS LANDFILL
2021-02-21,2021-02-21 02:17:00 UTC,GARBAGE COLLECTIONS,28220,TDS LANDFILL
2021-02-21,2021-02-21 01:09:00 UTC,GARBAGE COLLECTIONS,30200,TDS LANDFILL
2021-02-21,2021-02-21 01:03:00 UTC,GARBAGE COLLECTIONS,14480,TDS LANDFILL
2021-02-11,2021-02-12 10:08:00 UTC,GARBAGE COLLECTIONS,17400,TDS LANDFILL
2021-07-08,2021-07-08 10:21:00 UTC,GARBAGE COLLECTIONS,7980,TDS LANDFILL
2021-07-08,2021-07-08 04:37:00 UTC,GARBAGE COLLECTIONS,10220,TDS LANDFILL
2021-07-08,2021-07-08 02:41:00 UTC,GARBAGE COLLECTIONS,22620,TDS LANDFILL
2021-02-11,2021-02-12 07:06:00 UTC,GARBAGE COLLECTIONS,20860,TDS LANDFILL
2021-07-08,2021-07-08 03:44:00 UTC,GARBAGE COLLECTIONS,30400,TDS LANDFILL
2021-02-11,2021-02-12 06:25:00 UTC,GARBAGE COLLECTIONS,16480,TDS LANDFILL
2021-07-08,2021-07-08 03:32:00 UTC,GARBAGE COLLECTIONS,25020,TDS LANDFILL
2021-07-08,2021-07-08 05:47:00 UTC,GARBAGE COLLECTIONS,16020,TDS LANDFILL
2021-02-11,2021-02-12 10:01:00 UTC,GARBAGE COLLECTIONS,15400,TDS LANDFILL
2021-07-08,2021-07-08 03:51:00 UTC,GARBAGE COLLECTIONS,22120,TDS LANDFILL
2021-02-11,2021-02-12 10:03:00 UTC,GARBAGE COLLECTIONS,6840,TDS LANDFILL
2021-07-08,2021-07-08 02:16:00 UTC,GARBAGE COLLECTIONS,7740,TDS LANDFILL
2021-02-11,2021-02-11 10:48:00 UTC,GARBAGE COLLECTIONS,12560,TDS LANDFILL
2021-07-08,2021-07-08 04:47:00 UTC,GARBAGE COLLECTIONS,26640,TDS LANDFILL
2021-07-08,2021-07-08 12:26:00 UTC,GARBAGE COLLECTIONS,15900,TDS LANDFILL
2021-07-08,2021-07-08 04:55:00 UTC,GARBAGE COLLECTIONS,7320,TDS LANDFILL
2021-07-08,2021-07-08 10:55:00 UTC,GARBAGE COLLECTIONS,21120,TDS LANDFILL
2021-07-08,2021-07-08 04:30:00 UTC,GARBAGE COLLECTIONS,26260,TDS LANDFILL
2021-07-08,2021-07-08 10:42:00 UTC,GARBAGE COLLECTIONS,24600,TDS LANDFILL
2021-02-11,2021-02-12 10:18:00 UTC,GARBAGE COLLECTIONS,6740,TDS LANDFILL
2021-07-08,2021-07-08 01:18:00 UTC,GARBAGE COLLECTIONS,6800,TDS LANDFILL
2021-07-08,2021-07-08 02:33:00 UTC,GARBAGE COLLECTIONS,28080,TDS LANDFILL
2021-07-08,2021-07-08 02:40:00 UTC,GARBAGE COLLECTIONS,25400,TDS LANDFILL
2021-07-08,2021-07-08 03:19:00 UTC,GARBAGE COLLECTIONS,22040,TDS LANDFILL
2021-07-08,2021-07-08 02:40:00 UTC,GARBAGE COLLECTIONS,27140,TDS LANDFILL
2021-07-08,2021-07-08 02:39:00 UTC,GARBAGE COLLECTIONS,24580,TDS LANDFILL
2021-07-08,2021-07-08 02:52:00 UTC,GARBAGE COLLECTIONS,23820,TDS LANDFILL
2021-07-08,2021-07-08 11:40:00 UTC,GARBAGE COLLECTIONS,6460,TDS LANDFILL
2021-07-08,2021-07-08 04:24:00 UTC,GARBAGE COLLECTIONS,22940,TDS LANDFILL
2021-07-08,2021-07-08 03:47:00 UTC,GARBAGE COLLECTIONS,17240,TDS LANDFILL
2021-07-08,2021-07-08 10:20:00 UTC,GARBAGE COLLECTIONS,18160,TDS LANDFILL
2021-07-08,2021-07-08 12:19:00 UTC,GARBAGE COLLECTIONS,16760,TDS LANDFILL
2021-07-08,2021-07-08 04:18:00 UTC,GARBAGE COLLECTIONS,10180,TDS LANDFILL
2021-07-08,2021-07-08 11:34:00 UTC,GARBAGE COLLECTIONS,25380,TDS LANDFILL
2021-07-08,2021-07-08 11:10:00 UTC,GARBAGE COLLECTIONS,14500,TDS LANDFILL
2021-07-08,2021-07-08 04:23:00 UTC,GARBAGE COLLECTIONS,12560,TDS LANDFILL
2021-07-08,2021-07-08 04:20:00 UTC,GARBAGE COLLECTIONS,13360,TDS LANDFILL
2021-07-08,2021-07-08 11:39:00 UTC,GARBAGE COLLECTIONS,20180,TDS LANDFILL
2021-02-11,2021-02-11 10:30:00 UTC,GARBAGE COLLECTIONS,6700,TDS LANDFILL
2021-07-08,2021-07-08 02:04:00 UTC,GARBAGE COLLECTIONS,8380,TDS LANDFILL
2021-02-11,2021-02-11 02:18:00 UTC,GARBAGE COLLECTIONS,24760,TDS LANDFILL
2021-02-11,2021-02-11 01:54:00 UTC,GARBAGE COLLECTIONS,28700,TDS LANDFILL
2021-02-11,2021-02-11 02:31:00 UTC,GARBAGE COLLECTIONS,23340,TDS LANDFILL
2021-02-11,2021-02-11 02:42:00 UTC,GARBAGE COLLECTIONS,25840,TDS LANDFILL
2021-02-11,2021-02-11 12:04:00 UTC,GARBAGE COLLECTIONS,4260,TDS LANDFILL
2021-01-09,2021-01-02 11:59:00 UTC,GARBAGE COLLECTIONS,1080,TDS LANDFILL
2021-01-23,2021-01-23 10:32:00 UTC,GARBAGE COLLECTIONS,1140,TDS LANDFILL
2021-02-06,2021-02-06 01:42:00 UTC,GARBAGE COLLECTIONS,2400,TDS LANDFILL
2021-02-27,2021-02-27 12:30:00 UTC,GARBAGE COLLECTIONS,5300,TDS LANDFILL
2021-03-13,2021-03-13 10:55:00 UTC,GARBAGE COLLECTIONS,1060,TDS LANDFILL
2021-03-20,2021-03-20 12:10:00 UTC,GARBAGE COLLECTIONS,1460,TDS LANDFILL
2021-03-27,2021-03-27 11:22:00 UTC,GARBAGE COLLECTIONS,1780,TDS LANDFILL
2021-04-03,2021-04-05 07:22:00 UTC,GARBAGE COLLECTIONS,1180,TDS LANDFILL
2021-04-10,2021-04-10 12:01:00 UTC,GARBAGE COLLECTIONS,3060,TDS LANDFILL
2021-04-17,2021-04-17 11:25:00 UTC,GARBAGE COLLECTIONS,1200,TDS LANDFILL
2021-04-24,2021-04-24 09:38:00 UTC,GARBAGE COLLECTIONS,7480,TDS LANDFILL
2021-05-01,2021-05-01 10:36:00 UTC,GARBAGE COLLECTIONS,920,TDS LANDFILL
2021-05-08,2021-05-08 10:55:00 UTC,GARBAGE COLLECTIONS,960,TDS LANDFILL
2021-05-15,2021-05-15 11:35:00 UTC,GARBAGE COLLECTIONS,1160,TDS LANDFILL
2021-05-22,2021-05-22 10:36:00 UTC,GARBAGE COLLECTIONS,920,TDS LANDFILL
2021-06-05,2021-06-05 12:40:00 UTC,GARBAGE COLLECTIONS,2500,TDS LANDFILL
2021-06-12,2021-06-12 11:24:00 UTC,GARBAGE COLLECTIONS,1160,TDS LANDFILL
2021-06-19,2021-06-19 10:38:00 UTC,GARBAGE COLLECTIONS,860,TDS LANDFILL
2021-06-26,2021-06-26 11:04:00 UTC,GARBAGE COLLECTIONS,1040,TDS LANDFILL
2021-01-23,2021-01-23 12:00:00 UTC,MIXED LITTER,0,TDS LANDFILL
2021-02-27,2021-02-27 12:58:00 UTC,SWEEPING,1660,TDS LANDFILL
2021-03-06,2021-03-06 01:13:00 UTC,SWEEPING,3780,TDS LANDFILL
