report_date,load_time,load_type,load_weight,dropoff_site
2021-05-04,2021-05-04 08:51:00 UTC,RECYCLING - SINGLE STREAM,6200,BALCONES RECYCLING
2021-05-04,2021-05-04 11:37:00 UTC,RECYCLING - SINGLE STREAM,10640,BALCONES RECYCLING
2021-05-04,2021-05-04 01:28:00 UTC,RECYCLING - SINGLE STREAM,2420,BALCONES RECYCLING
2021-05-04,2021-05-04 02:30:00 UTC,RECYCLED METAL,520,AUSTIN IRON AND METAL
2021-05-05,2021-05-05 12:02:00 UTC,TIRES,2180,MRF
2021-05-05,2021-05-05 12:00:00 UTC,TIRES,1980,MRF
2021-05-05,2021-05-05 11:35:00 UTC,TIRES,1140,MRF
2021-05-05,2021-05-05 11:51:00 UTC,TIRES,520,MRF
2021-05-05,2021-05-05 10:00:00 UTC,RECYCLING - SINGLE STREAM,10540,TDS - MRF
2021-05-05,2021-05-05 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-05-05,2021-05-05 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-05-05,2021-05-05 03:30:00 UTC,SWEEPING,,ONION CREEK
2021-05-05,2021-05-05 10:15:00 UTC,BRUSH,5660,HORNSBY BEND
2021-05-05,2021-05-05 01:15:00 UTC,BRUSH,3840,HORNSBY BEND
2021-05-05,2021-05-05 11:24:00 UTC,BRUSH,4620,HORNSBY BEND
2021-05-05,2021-05-05 01:06:00 UTC,BRUSH,5480,HORNSBY BEND
2021-05-05,2021-05-05 02:51:00 UTC,BRUSH,5100,HORNSBY BEND
2021-05-05,2021-05-05 03:41:00 UTC,BRUSH,6900,HORNSBY BEND
2021-05-05,2021-05-05 02:40:00 UTC,BRUSH,4980,HORNSBY BEND
2021-05-05,2021-05-05 04:00:00 UTC,BRUSH,9140,HORNSBY BEND
2021-05-05,2021-05-05 03:09:00 UTC,BULK,10620,TDS LANDFILL
2021-05-05,2021-05-05 11:08:00 UTC,BULK,11700,TDS LANDFILL
2021-05-05,2021-05-05 11:51:00 UTC,BULK,13620,TDS LANDFILL
2021-05-05,2021-05-05 03:34:00 UTC,BULK,13400,TDS LANDFILL
2021-05-05,2021-05-05 12:30:00 UTC,BULK,9180,TDS LANDFILL
2021-05-05,2021-05-05 02:49:00 UTC,BULK,3660,TDS LANDFILL
2021-05-05,2021-05-05 03:14:00 UTC,BULK,7520,TDS LANDFILL
2021-05-05,2021-05-05 11:10:00 UTC,BULK,11060,TDS LANDFILL
2021-05-05,2021-05-05 03:07:00 UTC,BULK,12240,TDS LANDFILL
2021-05-05,2021-05-05 11:05:00 UTC,BULK,11600,TDS LANDFILL
2021-05-05,2021-05-05 11:03:00 UTC,BULK,8100,TDS LANDFILL
2021-05-05,2021-05-05 04:50:00 UTC,BULK,12600,TDS LANDFILL
2021-05-05,2021-05-05 01:06:00 UTC,GARBAGE COLLECTIONS,21000,TDS LANDFILL
2021-05-05,2021-05-05 12:51:00 UTC,GARBAGE COLLECTIONS,19400,TDS LANDFILL
2021-05-05,2021-05-05 01:03:00 UTC,GARBAGE COLLECTIONS,21300,TDS LANDFILL
2021-05-05,2021-05-05 12:39:00 UTC,GARBAGE COLLECTIONS,17300,TDS LANDFILL
2021-05-05,2021-05-05 12:16:00 UTC,GARBAGE COLLECTIONS,16920,TDS LANDFILL
2021-05-05,2021-05-05 02:05:00 UTC,GARBAGE COLLECTIONS,12720,TDS LANDFILL
2021-05-05,2021-05-05 12:28:00 UTC,GARBAGE COLLECTIONS,20580,TDS LANDFILL
2021-05-05,2021-05-05 12:30:00 UTC,GARBAGE COLLECTIONS,18640,TDS LANDFILL
2021-05-05,2021-05-05 12:30:00 UTC,GARBAGE COLLECTIONS,12880,TDS LANDFILL
2021-05-05,2021-05-05 12:20:00 UTC,GARBAGE COLLECTIONS,11420,TDS LANDFILL
2021-05-05,2021-05-05 12:14:00 UTC,GARBAGE COLLECTIONS,11740,TDS LANDFILL
2021-05-05,2021-05-05 12:41:00 UTC,GARBAGE COLLECTIONS,12400,TDS LANDFILL
2021-05-05,2021-05-05 12:10:00 UTC,GARBAGE COLLECTIONS,18440,TDS LANDFILL
2021-05-05,2021-05-05 12:20:00 UTC,GARBAGE COLLECTIONS,15660,TDS LANDFILL
2021-05-05,2021-05-05 12:10:00 UTC,GARBAGE COLLECTIONS,16480,TDS LANDFILL
2021-05-05,2021-05-05 12:15:00 UTC,GARBAGE COLLECTIONS,22160,TDS LANDFILL
2021-05-05,2021-05-05 03:35:00 UTC,SWEEPING,13280,TDS LANDFILL
2021-05-05,2021-05-05 01:00:00 UTC,SWEEPING,16860,TDS LANDFILL
2021-05-05,2021-05-05 09:49:00 UTC,SWEEPING,8160,TDS LANDFILL
2021-05-05,2021-05-05 09:35:00 UTC,SWEEPING,9400,TDS LANDFILL
2021-05-05,2021-05-05 03:22:00 UTC,ORGANICS,1960,TDS LANDFILL
2021-05-05,2021-05-05 11:52:00 UTC,GARBAGE COLLECTIONS,18060,TDS LANDFILL
2021-05-05,2021-05-05 03:59:00 UTC,GARBAGE COLLECTIONS,10040,TDS LANDFILL
2021-05-05,2021-05-05 02:32:00 UTC,GARBAGE COLLECTIONS,25800,TDS LANDFILL
2021-05-05,2021-05-05 11:50:00 UTC,GARBAGE COLLECTIONS,28160,TDS LANDFILL
2021-05-05,2021-05-05 03:28:00 UTC,GARBAGE COLLECTIONS,7440,TDS LANDFILL
2021-05-05,2021-05-05 03:02:00 UTC,GARBAGE COLLECTIONS,25560,TDS LANDFILL
2021-05-05,2021-05-05 12:12:00 UTC,GARBAGE COLLECTIONS,22840,TDS LANDFILL
2021-05-05,2021-05-05 11:32:00 UTC,GARBAGE COLLECTIONS,6780,TDS LANDFILL
2021-05-05,2021-05-05 02:19:00 UTC,GARBAGE COLLECTIONS,27680,TDS LANDFILL
2021-05-05,2021-05-05 03:30:00 UTC,GARBAGE COLLECTIONS,25760,TDS LANDFILL
2021-05-05,2021-05-05 02:32:00 UTC,GARBAGE COLLECTIONS,25160,TDS LANDFILL
2021-05-05,2021-05-05 03:43:00 UTC,GARBAGE COLLECTIONS,17080,TDS LANDFILL
2021-05-05,2021-05-05 03:41:00 UTC,GARBAGE COLLECTIONS,27880,TDS LANDFILL
2021-05-05,2021-05-05 03:50:00 UTC,GARBAGE COLLECTIONS,26420,TDS LANDFILL
2021-05-05,2021-05-05 02:23:00 UTC,GARBAGE COLLECTIONS,23700,TDS LANDFILL
2021-05-05,2021-05-05 02:42:00 UTC,GARBAGE COLLECTIONS,6020,TDS LANDFILL
2021-05-05,2021-05-05 12:43:00 UTC,GARBAGE COLLECTIONS,18660,TDS LANDFILL
2021-05-05,2021-05-05 06:00:00 UTC,GARBAGE COLLECTIONS,14520,TDS LANDFILL
2021-05-05,2021-05-05 04:14:00 UTC,GARBAGE COLLECTIONS,30320,TDS LANDFILL
2021-05-05,2021-05-07 07:57:00 UTC,GARBAGE COLLECTIONS,21940,TDS LANDFILL
2021-05-05,2021-05-05 02:39:00 UTC,GARBAGE COLLECTIONS,23060,TDS LANDFILL
2021-05-05,2021-05-05 11:14:00 UTC,GARBAGE COLLECTIONS,13320,TDS LANDFILL
2021-05-05,2021-05-05 05:29:00 UTC,GARBAGE COLLECTIONS,12960,TDS LANDFILL
2021-05-05,2021-05-05 10:40:00 UTC,GARBAGE COLLECTIONS,14500,TDS LANDFILL
2021-05-05,2021-05-05 05:47:00 UTC,GARBAGE COLLECTIONS,21800,TDS LANDFILL
2021-05-05,2021-05-05 01:10:00 UTC,GARBAGE COLLECTIONS,6420,TDS LANDFILL
2021-05-05,2021-05-05 04:43:00 UTC,GARBAGE COLLECTIONS,20680,TDS LANDFILL
2021-05-05,2021-05-05 01:56:00 UTC,GARBAGE COLLECTIONS,26480,TDS LANDFILL
2021-05-05,2021-05-05 03:39:00 UTC,GARBAGE COLLECTIONS,7400,TDS LANDFILL
2021-05-05,2021-05-05 11:06:00 UTC,GARBAGE COLLECTIONS,22780,TDS LANDFILL
2021-05-05,2021-05-05 03:40:00 UTC,GARBAGE COLLECTIONS,32120,TDS LANDFILL
2021-05-05,2021-05-05 05:52:00 UTC,GARBAGE COLLECTIONS,30300,TDS LANDFILL
2021-05-05,2021-05-05 03:20:00 UTC,GARBAGE COLLECTIONS,27220,TDS LANDFILL
2021-05-05,2021-05-05 04:35:00 UTC,GARBAGE COLLECTIONS,29640,TDS LANDFILL
2021-05-05,2021-05-05 02:07:00 UTC,GARBAGE COLLECTIONS,7240,TDS LANDFILL
2021-05-05,2021-05-05 12:29:00 UTC,GARBAGE COLLECTIONS,15720,TDS LANDFILL
2021-05-05,2021-05-05 05:32:00 UTC,GARBAGE COLLECTIONS,8440,TDS LANDFILL
2021-05-05,2021-05-05 04:04:00 UTC,GARBAGE COLLECTIONS,26360,TDS LANDFILL
2021-05-05,2021-05-05 05:45:00 UTC,GARBAGE COLLECTIONS,11020,TDS LANDFILL
2021-05-05,2021-05-05 12:08:00 UTC,GARBAGE COLLECTIONS,11020,TDS LANDFILL
2021-05-05,2021-05-05 12:24:00 UTC,GARBAGE COLLECTIONS,13520,TDS LANDFILL
2021-05-05,2021-05-05 05:24:00 UTC,GARBAGE COLLECTIONS,10560,TDS LANDFILL
2021-05-05,2021-05-05 05:03:00 UTC,GARBAGE COLLECTIONS,23960,TDS LANDFILL
2021-05-05,2021-05-05 05:21:00 UTC,GARBAGE COLLECTIONS,8680,TDS LANDFILL
2021-05-05,2021-05-05 12:22:00 UTC,GARBAGE COLLECTIONS,18680,TDS LANDFILL
2021-05-05,2021-05-05 02:43:00 UTC,GARBAGE COLLECTIONS,5840,TDS LANDFILL
2021-05-05,2021-05-05 01:29:00 UTC,MIXED LITTER,5260,TDS LANDFILL
2021-05-05,2021-05-05 01:26:00 UTC,MIXED LITTER,2720,TDS LANDFILL
2021-05-05,2021-05-05 12:10:00 UTC,GARBAGE COLLECTIONS,20220,TDS LANDFILL
2021-05-05,2021-05-05 04:11:00 UTC,BULK,2980,TDS LANDFILL
2021-05-05,2021-05-05 12:07:00 UTC,BULK,3460,TDS LANDFILL
2021-05-05,2021-05-06 05:58:00 UTC,ORGANICS,11740,ORGANICS BY GOSH
2021-05-05,2021-05-06 11:15:00 UTC,ORGANICS,21080,ORGANICS BY GOSH
2021-05-05,2021-05-06 04:05:00 UTC,ORGANICS,12420,ORGANICS BY GOSH
2021-05-05,2021-05-06 04:17:00 UTC,ORGANICS,7070,ORGANICS BY GOSH
2021-05-05,2021-05-06 04:28:00 UTC,ORGANICS,9660,ORGANICS BY GOSH
2021-05-05,2021-05-06 04:09:00 UTC,ORGANICS,9780,ORGANICS BY GOSH
2021-05-05,2021-05-06 04:29:00 UTC,ORGANICS,9600,ORGANICS BY GOSH
2021-05-05,2021-05-05 09:28:00 UTC,ORGANICS,11180,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:52:00 UTC,ORGANICS,3040,ORGANICS BY GOSH
2021-05-05,2021-05-05 01:15:00 UTC,ORGANICS,13300,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:44:00 UTC,ORGANICS,15100,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:43:00 UTC,ORGANICS,13960,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:35:00 UTC,ORGANICS,12100,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:34:00 UTC,ORGANICS,19760,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:46:00 UTC,ORGANICS,12760,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:41:00 UTC,ORGANICS,10500,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:32:00 UTC,ORGANICS,15460,ORGANICS BY GOSH
2021-05-05,2021-05-05 05:00:00 UTC,ORGANICS,19340,ORGANICS BY GOSH
2021-05-05,2021-05-05 01:56:00 UTC,ORGANICS,18020,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:47:00 UTC,ORGANICS,17280,ORGANICS BY GOSH
2021-05-05,2021-05-05 07:00:00 UTC,ORGANICS,16860,ORGANICS BY GOSH
2021-05-05,2021-05-05 06:00:00 UTC,ORGANICS,18020,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:00:00 UTC,ORGANICS,19320,ORGANICS BY GOSH
2021-05-05,2021-05-05 05:13:00 UTC,ORGANICS,21520,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:00:00 UTC,ORGANICS,17440,ORGANICS BY GOSH
2021-05-05,2021-05-05 05:00:00 UTC,ORGANICS,15140,ORGANICS BY GOSH
2021-05-05,2021-05-05 03:34:00 UTC,ORGANICS,14920,ORGANICS BY GOSH
2021-05-05,2021-05-05 05:15:00 UTC,ORGANICS,14640,ORGANICS BY GOSH
2021-05-05,2021-05-05 12:00:00 UTC,ORGANICS,12500,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:55:00 UTC,ORGANICS,14800,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:51:00 UTC,ORGANICS,19520,ORGANICS BY GOSH
2021-05-05,2021-05-05 04:22:00 UTC,ORGANICS,19160,ORGANICS BY GOSH
2021-05-05,2021-05-05 03:52:00 UTC,ORGANICS,9620,ORGANICS BY GOSH
2021-05-05,2021-05-06 04:54:00 UTC,ORGANICS,3900,ORGANICS BY GOSH
2021-05-05,2021-05-05 08:00:00 UTC,ORGANICS,18240,ORGANICS BY GOSH
2021-05-05,2021-05-05 01:20:00 UTC,RECYCLING - SINGLE STREAM,5420,BALCONES RECYCLING
2021-05-05,2021-05-05 09:48:00 UTC,RECYCLING - SINGLE STREAM,5880,BALCONES RECYCLING
2021-05-05,2021-05-05 01:00:00 UTC,RECYCLING - SINGLE STREAM,6080,BALCONES RECYCLING
2021-05-05,2021-05-05 10:34:00 UTC,RECYCLING - SINGLE STREAM,3980,BALCONES RECYCLING
2021-05-05,2021-05-05 10:43:00 UTC,RECYCLING - SINGLE STREAM,5900,BALCONES RECYCLING
2021-05-05,2021-05-05 11:02:00 UTC,RECYCLING - SINGLE STREAM,2260,BALCONES RECYCLING
2021-05-05,2021-05-05 11:23:00 UTC,RECYCLING - SINGLE STREAM,3060,BALCONES RECYCLING
2021-05-05,2021-05-05 03:30:00 UTC,RECYCLING - SINGLE STREAM,6440,BALCONES RECYCLING
2021-05-05,2021-05-05 03:15:00 UTC,RECYCLING - SINGLE STREAM,15900,BALCONES RECYCLING
2021-05-05,2021-05-05 12:35:00 UTC,RECYCLING - SINGLE STREAM,14680,BALCONES RECYCLING
2021-05-05,2021-05-05 03:25:00 UTC,RECYCLING - SINGLE STREAM,7000,BALCONES RECYCLING
2021-05-05,2021-05-05 12:26:00 UTC,RECYCLING - SINGLE STREAM,16160,BALCONES RECYCLING
2021-05-05,2021-05-05 03:22:00 UTC,RECYCLING - SINGLE STREAM,18040,BALCONES RECYCLING
2021-05-05,2021-05-05 01:28:00 UTC,RECYCLING - SINGLE STREAM,15070,BALCONES RECYCLING
2021-05-05,2021-05-05 12:39:00 UTC,RECYCLING - SINGLE STREAM,12640,BALCONES RECYCLING
2021-05-05,2021-05-05 12:36:00 UTC,RECYCLING - SINGLE STREAM,15260,BALCONES RECYCLING
2021-05-05,2021-05-05 12:33:00 UTC,RECYCLING - SINGLE STREAM,15060,BALCONES RECYCLING
2021-05-05,2021-05-05 12:38:00 UTC,RECYCLING - SINGLE STREAM,14300,BALCONES RECYCLING
2021-05-05,2021-05-05 04:05:00 UTC,RECYCLING - SINGLE STREAM,8440,BALCONES RECYCLING
2021-05-05,2021-05-05 10:56:00 UTC,RECYCLING - SINGLE STREAM,8800,BALCONES RECYCLING
2021-05-05,2021-05-05 11:32:00 UTC,RECYCLING - SINGLE STREAM,9200,BALCONES RECYCLING
2021-05-05,2021-05-05 04:21:00 UTC,RECYCLING - SINGLE STREAM,8580,BALCONES RECYCLING
2021-05-05,2021-05-05 04:13:00 UTC,RECYCLING - SINGLE STREAM,7160,BALCONES RECYCLING
2021-05-05,2021-05-05 11:25:00 UTC,RECYCLING - SINGLE STREAM,11880,BALCONES RECYCLING
2021-05-05,2021-05-05 11:48:00 UTC,RECYCLING - SINGLE STREAM,11760,BALCONES RECYCLING
2021-05-05,2021-05-05 04:09:00 UTC,RECYCLING - SINGLE STREAM,6900,BALCONES RECYCLING
2021-05-05,2021-05-05 10:36:00 UTC,RECYCLING - SINGLE STREAM,12040,BALCONES RECYCLING
2021-05-05,2021-05-05 02:56:00 UTC,RECYCLING - SINGLE STREAM,10060,BALCONES RECYCLING
2021-05-05,2021-05-05 11:15:00 UTC,RECYCLING - SINGLE STREAM,10320,BALCONES RECYCLING
2021-05-05,2021-05-05 03:37:00 UTC,RECYCLING - SINGLE STREAM,5780,BALCONES RECYCLING
2021-05-05,2021-05-05 02:35:00 UTC,RECYCLING - SINGLE STREAM,4760,BALCONES RECYCLING
2021-05-05,2021-05-05 10:45:00 UTC,RECYCLING - SINGLE STREAM,10180,BALCONES RECYCLING
2021-05-05,2021-05-05 10:13:00 UTC,RECYCLING - SINGLE STREAM,11260,BALCONES RECYCLING
2021-05-05,2021-05-05 02:22:00 UTC,RECYCLING - SINGLE STREAM,7680,BALCONES RECYCLING
2021-05-05,2021-05-05 11:15:00 UTC,RECYCLING - SINGLE STREAM,13440,BALCONES RECYCLING
2021-05-05,2021-05-05 03:15:00 UTC,RECYCLING - SINGLE STREAM,8300,BALCONES RECYCLING
2021-05-05,2021-05-05 11:17:00 UTC,RECYCLING - SINGLE STREAM,11740,BALCONES RECYCLING
2021-05-05,2021-05-05 02:52:00 UTC,RECYCLING - SINGLE STREAM,5840,BALCONES RECYCLING
2021-05-05,2021-05-05 02:44:00 UTC,RECYCLING - SINGLE STREAM,4920,BALCONES RECYCLING
2021-05-05,2021-05-05 11:26:00 UTC,RECYCLING - SINGLE STREAM,11320,BALCONES RECYCLING
2021-05-05,2021-05-05 03:30:00 UTC,RECYCLING - SINGLE STREAM,5120,BALCONES RECYCLING
2021-05-05,2021-05-05 10:15:00 UTC,RECYCLING - SINGLE STREAM,9440,BALCONES RECYCLING
2021-05-05,2021-05-05 10:45:00 UTC,RECYCLING - SINGLE STREAM,9040,BALCONES RECYCLING
2021-05-05,2021-05-05 02:45:00 UTC,RECYCLING - SINGLE STREAM,8780,BALCONES RECYCLING
2021-05-05,2021-05-05 02:00:00 UTC,RECYCLING - SINGLE STREAM,5680,BALCONES RECYCLING
2021-05-05,2021-05-05 02:00:00 UTC,RECYCLING - SINGLE STREAM,7760,BALCONES RECYCLING
2021-05-05,2021-05-05 10:00:00 UTC,RECYCLING - SINGLE STREAM,11000,BALCONES RECYCLING
2021-05-05,2021-05-05 10:00:00 UTC,RECYCLING - SINGLE STREAM,13060,BALCONES RECYCLING
2021-05-05,2021-05-05 02:00:00 UTC,RECYCLING - SINGLE STREAM,4260,BALCONES RECYCLING
2021-05-05,2021-05-05 10:00:00 UTC,RECYCLING - SINGLE STREAM,13620,BALCONES RECYCLING
2021-05-05,2021-05-05 02:00:00 UTC,RECYCLING - SINGLE STREAM,2160,BALCONES RECYCLING
2021-05-05,2021-05-05 02:32:00 UTC,RECYCLING - SINGLE STREAM,6100,BALCONES RECYCLING
2021-05-05,2021-05-05 10:49:00 UTC,RECYCLING - SINGLE STREAM,10180,BALCONES RECYCLING
2021-05-05,2021-05-05 03:25:00 UTC,RECYCLED METAL,650,AUSTIN IRON AND METAL
2021-05-06,2021-05-06 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-05-06,2021-05-06 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-05-06,2021-05-06 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-05-06,2021-05-06 12:00:00 UTC,SWEEPING,,ONION CREEK
2021-05-06,2021-05-06 03:10:00 UTC,SWEEPING,,PARK CENTER
2021-05-06,2021-05-06 02:51:00 UTC,BRUSH,5980,HORNSBY BEND
2021-05-06,2021-05-06 09:44:00 UTC,BRUSH,5320,HORNSBY BEND
2021-05-06,2021-05-06 11:42:00 UTC,BRUSH,5520,HORNSBY BEND
2021-05-06,2021-05-06 04:01:00 UTC,BRUSH,4980,HORNSBY BEND
2021-05-06,2021-05-06 04:02:00 UTC,BRUSH,6680,HORNSBY BEND
2021-05-06,2021-05-06 01:56:00 UTC,BRUSH,9200,HORNSBY BEND
2021-05-06,2021-05-06 03:07:00 UTC,BRUSH,6500,HORNSBY BEND
2021-05-06,2021-05-06 03:24:00 UTC,BULK,6900,TDS LANDFILL
2021-05-06,2021-05-06 11:40:00 UTC,BULK,12880,TDS LANDFILL
2021-05-06,2021-05-06 03:27:00 UTC,BULK,13380,TDS LANDFILL
2021-05-06,2021-05-06 02:51:00 UTC,BULK,4700,TDS LANDFILL
2021-05-06,2021-05-06 10:51:00 UTC,BULK,11420,TDS LANDFILL
2021-05-06,2021-05-06 11:58:00 UTC,BULK,11960,TDS LANDFILL
2021-05-06,2021-05-06 03:12:00 UTC,BULK,12500,TDS LANDFILL
2021-05-06,2021-05-06 11:04:00 UTC,BULK,12340,TDS LANDFILL
2021-05-06,2021-05-06 08:37:00 UTC,BULK,4800,TDS LANDFILL
2021-05-06,2021-05-06 02:59:00 UTC,BULK,9840,TDS LANDFILL
2021-05-06,2021-05-06 11:28:00 UTC,BULK,13560,TDS LANDFILL
2021-05-06,2021-05-06 03:43:00 UTC,BULK,7800,TDS LANDFILL
2021-05-06,2021-05-06 02:00:00 UTC,DEAD ANIMAL,480,TDS LANDFILL
2021-05-06,2021-05-06 01:00:00 UTC,DEAD ANIMAL,20,TDS LANDFILL
2021-05-06,2021-05-05 12:50:00 UTC,GARBAGE COLLECTIONS,20300,TDS LANDFILL
2021-05-06,2021-05-06 01:01:00 UTC,GARBAGE COLLECTIONS,21000,TDS LANDFILL
2021-05-06,2021-05-06 12:30:00 UTC,GARBAGE COLLECTIONS,24120,TDS LANDFILL
2021-05-06,2021-05-06 01:04:00 UTC,GARBAGE COLLECTIONS,5400,TDS LANDFILL
2021-05-06,2021-05-06 12:30:00 UTC,GARBAGE COLLECTIONS,22540,TDS LANDFILL
2021-05-06,2021-05-06 12:30:00 UTC,GARBAGE COLLECTIONS,26900,TDS LANDFILL
2021-05-06,2021-05-06 12:30:00 UTC,GARBAGE COLLECTIONS,26600,TDS LANDFILL
2021-05-06,2021-05-06 12:30:00 UTC,GARBAGE COLLECTIONS,11780,TDS LANDFILL
2021-05-06,2021-05-06 12:18:00 UTC,GARBAGE COLLECTIONS,15500,TDS LANDFILL
2021-05-06,2021-05-06 12:33:00 UTC,GARBAGE COLLECTIONS,15140,TDS LANDFILL
2021-05-06,2021-05-06 12:46:00 UTC,GARBAGE COLLECTIONS,21280,TDS LANDFILL
2021-05-06,2021-05-06 12:19:00 UTC,GARBAGE COLLECTIONS,23520,TDS LANDFILL
2021-05-06,2021-05-06 01:30:00 UTC,GARBAGE COLLECTIONS,5900,TDS LANDFILL
2021-05-06,2021-05-06 12:10:00 UTC,GARBAGE COLLECTIONS,20220,TDS LANDFILL
2021-05-06,2021-05-06 12:05:00 UTC,GARBAGE COLLECTIONS,13260,TDS LANDFILL
2021-05-06,2021-05-06 12:45:00 UTC,GARBAGE COLLECTIONS,17360,TDS LANDFILL
2021-05-06,2021-05-06 11:02:00 UTC,SWEEPING,11280,TDS LANDFILL
2021-05-06,2021-05-06 03:14:00 UTC,SWEEPING,21300,TDS LANDFILL
2021-05-06,2021-05-06 08:52:00 UTC,SWEEPING,20620,TDS LANDFILL
2021-05-06,2021-05-06 01:21:00 UTC,SWEEPING,12800,TDS LANDFILL
2021-05-06,2021-05-06 02:19:00 UTC,GARBAGE COLLECTIONS,23840,TDS LANDFILL
2021-05-06,2021-05-06 03:24:00 UTC,GARBAGE COLLECTIONS,23840,TDS LANDFILL
2021-05-06,2021-05-06 02:30:00 UTC,GARBAGE COLLECTIONS,25640,TDS LANDFILL
2021-05-06,2021-05-06 03:06:00 UTC,GARBAGE COLLECTIONS,23240,TDS LANDFILL
2021-05-06,2021-05-06 02:06:00 UTC,GARBAGE COLLECTIONS,24440,TDS LANDFILL
2021-05-06,2021-05-07 07:56:00 UTC,GARBAGE COLLECTIONS,26480,TDS LANDFILL
2021-05-06,2021-05-06 12:49:00 UTC,GARBAGE COLLECTIONS,7960,TDS LANDFILL
2021-05-06,2021-05-06 02:29:00 UTC,GARBAGE COLLECTIONS,28480,TDS LANDFILL
2021-05-06,2021-05-14 06:47:00 UTC,GARBAGE COLLECTIONS,20280,TDS LANDFILL
2021-05-06,2021-05-06 03:04:00 UTC,GARBAGE COLLECTIONS,20700,TDS LANDFILL
2021-05-06,2021-05-06 02:44:00 UTC,GARBAGE COLLECTIONS,29380,TDS LANDFILL
2021-05-06,2021-05-06 02:06:00 UTC,GARBAGE COLLECTIONS,33820,TDS LANDFILL
2021-05-06,2021-05-06 01:56:00 UTC,GARBAGE COLLECTIONS,25220,TDS LANDFILL
2021-05-06,2021-05-06 11:36:00 UTC,GARBAGE COLLECTIONS,5520,TDS LANDFILL
2021-05-06,2021-05-06 02:17:00 UTC,GARBAGE COLLECTIONS,24620,TDS LANDFILL
2021-05-06,2021-05-06 01:25:00 UTC,GARBAGE COLLECTIONS,26920,TDS LANDFILL
2021-05-06,2021-05-06 02:32:00 UTC,GARBAGE COLLECTIONS,22540,TDS LANDFILL
2021-05-06,2021-05-06 03:32:00 UTC,GARBAGE COLLECTIONS,24040,TDS LANDFILL
2021-05-06,2021-05-06 02:33:00 UTC,GARBAGE COLLECTIONS,22620,TDS LANDFILL
2021-05-06,2021-05-06 02:24:00 UTC,GARBAGE COLLECTIONS,26340,TDS LANDFILL
2021-05-06,2021-05-06 02:14:00 UTC,GARBAGE COLLECTIONS,13020,TDS LANDFILL
2021-05-06,2021-05-06 12:15:00 UTC,GARBAGE COLLECTIONS,6140,TDS LANDFILL
2021-05-06,2021-05-06 02:45:00 UTC,GARBAGE COLLECTIONS,20360,TDS LANDFILL
2021-05-06,2021-05-06 02:00:00 UTC,GARBAGE COLLECTIONS,28640,TDS LANDFILL
2021-05-06,2021-05-06 01:45:00 UTC,GARBAGE COLLECTIONS,26280,TDS LANDFILL
2021-05-06,2021-05-06 02:30:00 UTC,GARBAGE COLLECTIONS,31660,TDS LANDFILL
2021-05-06,2021-05-06 02:30:00 UTC,GARBAGE COLLECTIONS,26620,TDS LANDFILL
2021-05-06,2021-05-06 02:15:00 UTC,GARBAGE COLLECTIONS,23480,TDS LANDFILL
2021-05-06,2021-05-06 02:45:00 UTC,GARBAGE COLLECTIONS,31140,TDS LANDFILL
2021-05-06,2021-05-06 02:15:00 UTC,GARBAGE COLLECTIONS,8720,TDS LANDFILL
2021-05-06,2021-05-06 02:26:00 UTC,GARBAGE COLLECTIONS,22380,TDS LANDFILL
2021-05-06,2021-05-06 02:13:00 UTC,GARBAGE COLLECTIONS,21000,TDS LANDFILL
2021-05-06,2021-05-06 02:06:00 UTC,GARBAGE COLLECTIONS,25800,TDS LANDFILL
2021-05-06,2021-05-06 02:07:00 UTC,GARBAGE COLLECTIONS,33320,TDS LANDFILL
2021-05-06,2021-05-06 02:09:00 UTC,GARBAGE COLLECTIONS,25200,TDS LANDFILL
2021-05-06,2021-05-06 12:48:00 UTC,GARBAGE COLLECTIONS,4380,TDS LANDFILL
2021-05-06,2021-05-06 01:07:00 UTC,MIXED LITTER,2540,TDS LANDFILL
2021-05-06,2021-05-06 12:17:00 UTC,MIXED LITTER,1700,TDS LANDFILL
2021-05-06,2021-05-06 03:51:00 UTC,BULK,3920,TDS LANDFILL
2021-05-06,2021-05-06 11:16:00 UTC,BULK,3920,TDS LANDFILL
2021-05-06,2021-05-06 05:43:00 UTC,ORGANICS,15920,ORGANICS BY GOSH
2021-05-06,2021-05-06 05:13:00 UTC,ORGANICS,21380,ORGANICS BY GOSH
